timestamp,face_count,fps
00:05:21,1,62.8
00:05:21,1,61.5
00:05:21,1,54.5
00:05:21,1,63.7
00:05:21,1,66.6
00:05:21,1,59.0
00:05:21,1,58.2
00:05:21,1,59.7
00:05:21,1,66.0
00:05:21,1,60.2
00:05:21,1,62.9
00:05:21,1,60.2
00:05:21,1,62.9
00:05:21,1,54.8
00:05:21,1,62.1
00:05:21,1,66.1
00:05:21,1,58.2
00:05:21,1,67.3
00:05:21,1,58.6
00:05:21,1,60.7
00:05:21,1,57.6
00:05:21,1,59.6
00:05:21,1,61.9
00:05:21,1,63.0
00:05:21,1,61.4
00:05:21,1,64.3
00:05:22,1,62.8
00:05:22,1,64.4
00:05:22,1,59.7
00:05:22,1,61.0
00:05:22,1,56.0
00:05:22,1,57.0
00:05:22,1,58.6
00:05:22,1,57.6
00:05:22,1,62.6
00:05:22,1,59.6
00:05:22,1,63.0
00:05:22,1,62.4
00:05:22,1,52.7
00:05:22,1,63.1
00:05:22,1,62.3
00:05:22,1,65.8
00:05:22,1,60.3
00:05:22,1,47.3
00:05:22,1,56.2
00:05:22,1,60.3
00:05:22,1,61.1
00:05:22,1,63.1
00:05:22,1,61.5
00:05:22,1,64.8
00:05:22,1,69.2
00:05:22,1,58.7
00:05:22,1,60.1
00:05:22,1,62.7
00:05:22,1,61.8
00:05:22,1,59.0
00:05:22,1,57.4
00:05:23,1,60.1
00:05:23,1,59.6
00:05:23,1,57.2
00:05:23,1,62.9
00:05:23,1,61.5
00:05:23,1,54.7
00:05:23,1,64.6
00:05:23,1,63.8
00:05:23,1,53.5
00:05:23,1,56.3
00:05:23,1,65.6
00:05:23,1,54.7
00:05:23,1,60.3
00:05:23,1,57.8
00:05:23,1,55.8
00:05:23,1,59.0
00:05:23,1,64.3
00:05:23,1,59.6
00:05:23,1,61.6
00:05:23,1,62.7
00:05:23,1,59.9
00:05:23,1,60.6
00:05:23,1,58.7
00:05:23,1,64.0
00:05:23,1,61.0
00:05:23,1,63.9
00:05:23,1,58.0
00:05:23,1,61.0
00:05:23,1,58.4
00:05:24,1,62.8
00:05:24,1,60.2
00:05:24,1,66.1
00:05:24,1,63.7
00:05:24,1,59.6
00:05:24,1,57.3
00:05:24,1,55.4
00:05:24,1,61.7
00:05:24,1,65.5
00:05:24,1,67.2
00:05:24,1,62.2
00:05:24,1,62.1
00:05:24,1,59.0
00:05:24,1,60.1
00:05:24,1,62.9
00:05:24,1,67.1
00:05:24,1,58.2
00:05:24,1,67.7
00:05:24,1,65.1
00:05:24,1,63.5
00:05:24,1,66.6
00:05:24,1,62.2
00:05:24,1,60.5
00:05:24,1,68.4
00:05:24,1,68.6
00:05:24,1,66.5
00:05:24,1,68.4
00:05:24,1,57.6
00:05:24,1,67.4
00:05:24,1,60.9
00:05:24,1,59.5
00:05:25,1,61.2
00:05:25,1,61.8
00:05:25,1,65.5
00:05:25,1,67.6
00:05:25,1,59.7
00:05:25,1,65.8
00:05:25,1,59.8
00:05:25,1,63.1
00:05:25,1,66.3
00:05:25,1,64.6
00:05:25,1,63.5
00:05:25,1,67.1
00:05:25,1,65.2
00:05:25,1,58.8
00:05:25,1,58.5
00:05:25,1,63.3
00:05:25,1,64.3
00:05:25,1,61.5
00:05:25,1,63.3
00:05:25,1,60.2
00:05:25,1,63.7
00:05:25,1,66.0
00:05:25,1,60.5
00:05:25,1,65.9
00:05:25,1,61.5
00:05:25,1,64.8
00:05:25,1,62.2
00:05:25,1,59.7
00:05:25,1,62.9
00:05:25,1,62.2
00:05:26,1,63.8
00:05:26,1,61.6
00:05:26,1,61.0
00:05:26,1,61.3
00:05:26,1,62.6
00:05:26,1,62.6
00:05:26,1,52.3
00:05:26,1,60.4
00:05:26,1,59.8
00:05:26,1,64.0
00:05:26,1,57.3
00:05:26,1,62.7
00:05:26,1,57.4
00:05:26,1,61.2
00:05:26,1,58.4
00:05:26,1,61.0
00:05:26,1,62.2
00:05:26,1,57.0
00:05:26,1,61.2
00:05:26,1,63.3
00:05:26,1,59.4
00:05:26,1,59.6
00:05:26,1,66.3
00:05:26,1,63.0
00:05:26,1,66.5
00:05:26,1,60.7
00:05:26,1,65.8
00:05:26,1,57.9
00:05:26,1,63.1
00:05:26,1,63.0
00:05:27,1,62.5
00:05:27,1,62.9
00:05:27,1,59.0
00:05:27,1,59.6
00:05:27,1,59.7
00:05:27,1,61.3
00:05:27,1,60.2
00:05:27,1,63.8
00:05:27,1,61.6
00:05:27,1,65.4
00:05:27,1,60.8
00:05:27,1,59.3
00:05:27,1,57.3
00:05:27,1,61.6
00:05:27,1,58.9
00:05:27,1,63.4
00:05:27,1,62.8
00:05:27,1,62.2
00:05:27,1,56.9
00:05:27,1,60.1
00:05:27,1,64.9
00:05:27,1,58.2
00:05:27,1,58.2
00:05:27,1,68.8
00:05:27,1,61.9
00:05:27,1,60.3
00:05:27,1,66.3
00:05:27,1,64.0
00:05:27,1,60.8
00:05:27,1,64.1
00:05:28,1,61.9
00:05:28,1,60.2
00:05:28,1,53.7
00:05:28,1,69.9
00:05:28,1,61.7
00:05:28,1,60.1
00:05:28,1,60.0
00:05:28,1,58.5
00:05:28,1,55.8
00:05:28,1,60.8
00:05:28,1,62.7
00:05:28,1,60.1
00:05:28,1,62.8
00:05:28,1,57.2
00:05:28,1,53.3
00:05:28,1,58.8
00:05:28,1,62.1
00:05:28,1,61.1
00:05:28,1,62.8
00:05:28,1,60.7
00:05:28,1,59.9
00:05:28,1,60.8
00:05:28,1,59.5
00:05:28,1,58.1
00:05:28,1,59.2
00:05:28,1,62.0
00:05:28,1,27.7
00:05:28,1,25.3
00:05:28,1,25.1
00:05:29,1,30.4
00:05:29,1,28.3
00:05:29,1,28.0
00:05:29,1,27.9
00:05:29,1,26.5
00:05:29,1,27.2
00:05:29,1,26.9
00:05:29,1,31.1
00:05:29,1,30.5
00:05:29,1,28.2
00:05:29,1,26.9
00:05:29,1,27.2
00:05:29,1,28.6
00:05:29,1,27.1
00:05:29,1,27.2
00:05:29,1,27.6
00:05:29,1,27.9
00:05:29,1,27.4
00:05:30,1,26.4
00:05:30,1,28.3
00:05:30,1,25.8
00:05:30,1,25.9
00:05:30,1,26.7
00:05:30,1,24.9
00:05:30,1,28.4
00:05:30,1,27.6
00:05:30,1,27.5
00:05:30,1,26.1
00:05:30,1,26.8
00:05:30,1,27.8
00:05:30,1,25.4
00:05:30,1,28.8
00:05:30,1,28.8
00:05:30,1,27.1
00:05:31,1,26.8
00:05:31,1,31.4
00:05:31,1,27.3
00:05:31,1,28.4
00:05:31,1,29.1
00:05:31,1,29.4
00:05:31,1,29.3
00:05:31,1,25.7
00:05:31,1,31.7
00:05:31,1,27.2
00:05:31,1,28.3
00:05:31,1,29.6
00:05:31,1,26.0
00:05:31,1,26.1
00:05:31,1,29.0
00:05:31,1,27.9
00:05:31,1,32.8
00:05:31,1,35.5
00:05:32,1,34.9
00:05:32,1,31.9
00:05:32,1,31.8
00:05:32,1,31.1
00:05:32,1,33.1
00:05:32,1,35.5
00:05:32,1,37.4
00:05:32,1,32.3
00:05:32,1,35.3
00:05:32,1,28.2
00:05:32,1,34.7
00:05:32,1,26.4
00:05:32,1,35.6
00:05:32,1,27.0
00:05:32,1,25.8
00:05:32,1,26.4
00:05:32,1,27.3
00:05:32,1,26.5
00:05:32,1,27.9
00:05:32,1,26.1
00:05:32,1,34.3
00:05:33,1,31.1
00:05:33,1,29.9
00:05:33,1,26.4
00:05:33,1,30.1
00:05:33,1,29.6
00:05:33,1,25.4
00:05:33,1,27.8
00:05:33,1,30.1
00:05:33,1,35.3
00:05:33,1,30.2
00:05:33,1,27.4
00:05:33,1,28.1
00:05:33,1,26.6
00:05:33,1,27.1
00:05:33,1,30.0
00:05:33,1,29.3
00:05:33,1,29.1
00:05:33,1,29.2
00:05:33,1,29.4
00:05:34,1,25.6
00:05:34,1,22.1
00:05:34,1,26.8
00:05:34,1,24.8
00:05:34,1,26.5
00:05:34,1,27.3
00:05:34,1,28.7
00:05:34,1,28.1
00:05:34,1,33.7
00:05:34,1,30.5
00:05:34,1,28.9
00:05:34,1,26.5
00:05:34,1,26.9
00:05:34,1,26.9
00:05:34,1,27.2
00:05:34,1,26.5
00:05:34,1,27.1
00:05:34,1,28.8
00:05:35,1,26.6
00:05:35,1,28.0
00:05:35,1,27.0
